#Network|Station|Location|Channel|Latitude|Longitude|Elevation|Depth|Azimuth|Dip|SensorDescription|Scale|ScaleFreq|ScaleUnits|SampleRate|StartTime|EndTime
TH|ABG1||HHZ|50.96757|12.57625|203.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1234352088.0|1.0|M/S|100.0|2012-11-22T12:00:00|
TH|ABG1||LHE|50.96757|12.57625|203.0|0.0|90.0|0.0|CMG-3ESPC_60s|1230230929.0|0.4|M/S|1.0|2012-11-22T12:00:00|
TH|ABG1||LHN|50.96757|12.57625|203.0|0.0|0.0|0.0|CMG-3ESPC_60s|1230230929.0|0.4|M/S|1.0|2012-11-22T12:00:00|
TH|ABG1||LHZ|50.96757|12.57625|203.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1231487549.0|0.4|M/S|1.0|2012-11-22T12:00:00|
TH|ANNA||HHE|50.88399|12.64365|249.0|0.0|90.0|0.0|CMG-3ESPC_60s|1968513261.0|1.0|M/S|100.0|2014-03-25T10:00:00|2017-12-04T00:00:00
TH|ANNA||HHE|50.88902|12.64499|235.0|0.0|90.0|0.0|CMG-3ESPC_60s|1968513261.0|1.0|M/S|100.0|2017-12-04T00:00:00|
TH|ANNA||HHN|50.88399|12.64365|249.0|0.0|0.0|0.0|CMG-3ESPC_60s|1974539322.0|1.0|M/S|100.0|2014-03-25T10:00:00|2017-12-04T00:00:00
TH|ANNA||HHN|50.88902|12.64499|235.0|0.0|0.0|0.0|CMG-3ESPC_60s|1974539322.0|1.0|M/S|100.0|2017-12-04T00:00:00|
TH|ANNA||HHZ|50.88399|12.64365|249.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1976548009.0|1.0|M/S|100.0|2014-03-25T10:00:00|2017-12-04T00:00:00
TH|ANNA||HHZ|50.88902|12.64499|235.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1976548009.0|1.0|M/S|100.0|2017-12-04T00:00:00|
TH|ATBG||HHE|50.9882|12.4383|203.0|0.0|90.0|0.0|CMG-3ESPC_60s|1246947517.0|1.0|M/S|100.0|2011-05-03T00:00:00|2011-09-06T00:00:00
TH|ATBG||HHN|50.9882|12.4383|203.0|0.0|0.0|0.0|CMG-3ESPC_60s|1249466603.0|1.0|M/S|100.0|2011-05-03T00:00:00|2011-09-06T00:00:00
TH|ATBG||HHZ|50.9882|12.4383|203.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1238130716.0|1.0|M/S|100.0|2011-05-03T00:00:00|2011-09-06T00:00:00
TH|BBWF||BHE|50.73536|10.50421|400.0|0.0|90.0|0.0|CMG-3ESPC_60s|724094533.1|1.0|M/S|20.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||BHE|50.73618|10.50368|400.0|0.0|90.0|0.0|CMG-3ESPC_60s|724094533.1|1.0|M/S|20.0|2020-02-24T14:00:00|
TH|BBWF||BHN|50.73536|10.50421|400.0|0.0|0.0|0.0|CMG-3ESPC_60s|724094533.1|1.0|M/S|20.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||BHN|50.73618|10.50368|400.0|0.0|0.0|0.0|CMG-3ESPC_60s|724094533.1|1.0|M/S|20.0|2020-02-24T14:00:00|
TH|BBWF||BHZ|50.73536|10.50421|400.0|0.0|0.0|-90.0|CMG-3ESPC_60s|726293200.7|1.0|M/S|20.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||BHZ|50.73618|10.50368|400.0|0.0|0.0|-90.0|CMG-3ESPC_60s|726293200.7|1.0|M/S|20.0|2020-02-24T14:00:00|
TH|BBWF||HHE|50.73536|10.50421|400.0|0.0|90.0|0.0|CMG-3ESPC_60s|725393568.3|1.0|M/S|100.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||HHE|50.73618|10.50368|400.0|0.0|90.0|0.0|CMG-3ESPC_60s|725393568.3|1.0|M/S|100.0|2020-02-24T14:00:00|
TH|BBWF||HHN|50.73536|10.50421|400.0|0.0|0.0|0.0|CMG-3ESPC_60s|725393568.3|1.0|M/S|100.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||HHN|50.73618|10.50368|400.0|0.0|0.0|0.0|CMG-3ESPC_60s|725393568.3|1.0|M/S|100.0|2020-02-24T14:00:00|
TH|BBWF||HHZ|50.73536|10.50421|400.0|0.0|0.0|-90.0|CMG-3ESPC_60s|727596180.3|1.0|M/S|100.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||HHZ|50.73618|10.50368|400.0|0.0|0.0|-90.0|CMG-3ESPC_60s|727596180.3|1.0|M/S|100.0|2020-02-24T14:00:00|
TH|BBWF||LHE|50.73536|10.50421|400.0|0.0|90.0|0.0|CMG-3ESPC_60s|724191507.9|0.4|M/S|1.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||LHE|50.73618|10.50368|400.0|0.0|90.0|0.0|CMG-3ESPC_60s|724191507.9|0.4|M/S|1.0|2020-02-24T14:00:00|
TH|BBWF||LHN|50.73536|10.50421|400.0|0.0|0.0|0.0|CMG-3ESPC_60s|724191507.9|0.4|M/S|1.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||LHN|50.73618|10.50368|400.0|0.0|0.0|0.0|CMG-3ESPC_60s|724191507.9|0.4|M/S|1.0|2020-02-24T14:00:00|
TH|BBWF||LHZ|50.73536|10.50421|400.0|0.0|0.0|-90.0|CMG-3ESPC_60s|726390470.0|0.4|M/S|1.0|2013-05-14T16:00:00|2020-02-24T12:00:00
TH|BBWF||LHZ|50.73618|10.50368|400.0|0.0|0.0|-90.0|CMG-3ESPC_60s|726390470.0|0.4|M/S|1.0|2020-02-24T14:00:00|
TH|BONN||BHE|51.30677|11.00242|358.1|0.0|90.0|0.0|CMG-3ESPC_60s|1233833585.0|1.0|M/S|20.0|2016-06-01T12:00:00|
TH|BONN||BHN|51.30677|11.00242|358.1|0.0|0.0|0.0|CMG-3ESPC_60s|1260219028.0|1.0|M/S|20.0|2016-06-01T12:00:00|
TH|BONN||BHZ|51.30677|11.00242|358.1|0.0|0.0|-90.0|CMG-3ESPC_60s|1261475478.0|1.0|M/S|20.0|2016-06-01T12:00:00|
TH|BONN||HHE|51.30677|11.00242|358.1|0.0|90.0|0.0|CMG-3ESPC_60s|1236871174.0|1.0|M/S|100.0|2016-06-01T12:00:00|
TH|BONN||HHN|51.30677|11.00242|358.1|0.0|0.0|0.0|CMG-3ESPC_60s|1263321575.0|1.0|M/S|100.0|2016-06-01T12:00:00|
TH|BONN||HHZ|51.30677|11.00242|358.1|0.0|0.0|-90.0|CMG-3ESPC_60s|1264581118.0|1.0|M/S|100.0|2016-06-01T12:00:00|
TH|BONN||LHE|51.30677|11.00242|358.1|0.0|90.0|0.0|CMG-3ESPC_60s|1234000788.0|0.4|M/S|1.0|2016-06-01T12:00:00|
TH|BONN||LHN|51.30677|11.00242|358.1|0.0|0.0|0.0|CMG-3ESPC_60s|1260389807.0|0.4|M/S|1.0|2016-06-01T12:00:00|
TH|BONN||LHZ|51.30677|11.00242|358.1|0.0|0.0|-90.0|CMG-3ESPC_60s|1261646427.0|0.4|M/S|1.0|2016-06-01T12:00:00|
TH|CHRS||BHE|51.60994|10.81861|560.0|0.0|90.0|0.0|CMG-3ESP_120s|1268888577.0|1.0|M/S|20.0|2012-05-09T00:00:00|
TH|CHRS||BHN|51.60994|10.81861|560.0|0.0|0.0|0.0|CMG-3ESP_120s|1257831819.0|1.0|M/S|20.0|2012-05-09T00:00:00|
TH|CHRS||BHZ|51.60994|10.81861|560.0|0.0|0.0|-90.0|CMG-3ESP_120s|1254941985.0|1.0|M/S|20.0|2012-05-09T00:00:00|
TH|CHRS||HHE|51.60994|10.81861|560.0|0.0|90.0|0.0|CMG-3ESP_120s|1272012468.0|1.0|M/S|100.0|2012-05-09T00:00:00|
TH|CHRS||HHN|51.60994|10.81861|560.0|0.0|0.0|0.0|CMG-3ESP_120s|1260928489.0|1.0|M/S|100.0|2012-05-09T00:00:00|
TH|CHRS||HHZ|51.60994|10.81861|560.0|0.0|0.0|-90.0|CMG-3ESP_120s|1258031540.0|1.0|M/S|100.0|2012-05-09T00:00:00|
TH|CHRS||LHE|51.60994|10.81861|560.0|0.0|90.0|0.0|CMG-3ESP_120s|1269062229.0|0.4|M/S|1.0|2012-05-09T00:00:00|
TH|CHRS||LHN|51.60994|10.81861|560.0|0.0|0.0|0.0|CMG-3ESP_120s|1258003958.0|0.4|M/S|1.0|2012-05-09T00:00:00|
TH|CHRS||LHZ|51.60994|10.81861|560.0|0.0|0.0|-90.0|CMG-3ESP_120s|1255113728.0|0.4|M/S|1.0|2012-05-09T00:00:00|
TH|CRUX||BHE|50.60195|10.79214|712.0|0.0|90.0|0.0|CMG-3ESPC_60s|1236786242.0|1.0|M/S|20.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||BHE|50.60195|10.79214|712.0|0.0|90.0|0.0|CMG-3ESPC_60s|1238859384.0|1.0|M/S|20.0|2018-12-12T00:00:00|
TH|CRUX||BHN|50.60195|10.79214|712.0|0.0|0.0|0.0|CMG-3ESPC_60s|1232577136.0|1.0|M/S|20.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||BHN|50.60195|10.79214|712.0|0.0|0.0|0.0|CMG-3ESPC_60s|1247654532.0|1.0|M/S|20.0|2018-12-12T00:00:00|
TH|CRUX||BHZ|50.60195|10.79214|712.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1241372283.0|1.0|M/S|20.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||BHZ|50.60195|10.79214|712.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1253936780.0|1.0|M/S|20.0|2018-12-12T00:00:00|
TH|CRUX||HHE|50.60195|10.79214|712.0|0.0|90.0|0.0|CMG-3ESPC_60s|1239831099.0|1.0|M/S|100.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||HHE|50.60195|10.79214|712.0|0.0|90.0|0.0|CMG-3ESPC_60s|1241909345.0|1.0|M/S|100.0|2018-12-12T00:00:00|
TH|CRUX||HHN|50.60195|10.79214|712.0|0.0|0.0|0.0|CMG-3ESPC_60s|1235611631.0|1.0|M/S|100.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||HHN|50.60195|10.79214|712.0|0.0|0.0|0.0|CMG-3ESPC_60s|1250726146.0|1.0|M/S|100.0|2018-12-12T00:00:00|
TH|CRUX||HHZ|50.60195|10.79214|712.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1244428431.0|1.0|M/S|100.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||HHZ|50.60195|10.79214|712.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1257023861.0|1.0|M/S|100.0|2018-12-12T00:00:00|
TH|CRUX||LHE|50.60195|10.79214|712.0|0.0|90.0|0.0|CMG-3ESPC_60s|1236953845.0|0.4|M/S|1.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||LHE|50.60195|10.79214|712.0|0.0|90.0|0.0|CMG-3ESPC_60s|1239027268.0|0.4|M/S|1.0|2018-12-12T00:00:00|
TH|CRUX||LHN|50.60195|10.79214|712.0|0.0|0.0|0.0|CMG-3ESPC_60s|1232744169.0|0.4|M/S|1.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||LHN|50.60195|10.79214|712.0|0.0|0.0|0.0|CMG-3ESPC_60s|1247823608.0|0.4|M/S|1.0|2018-12-12T00:00:00|
TH|CRUX||LHZ|50.60195|10.79214|712.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1241540508.0|0.4|M/S|1.0|2012-10-09T08:00:00|2018-12-12T00:00:00
TH|CRUX||LHZ|50.60195|10.79214|712.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1254106708.0|0.4|M/S|1.0|2018-12-12T00:00:00|
TH|FRAU||BHE|50.69544|12.31685|364.0|0.0|90.0|0.0|TC120_120s|299917379.7|1.0|M/S|20.0|2020-11-10T00:00:00|
TH|FRAU||BHN|50.69544|12.31685|364.0|0.0|0.0|0.0|TC120_120s|299917379.7|1.0|M/S|20.0|2020-11-10T00:00:00|
TH|FRAU||BHZ|50.69544|12.31685|364.0|0.0|0.0|-90.0|TC120_120s|299917379.7|1.0|M/S|20.0|2020-11-10T00:00:00|
TH|FRAU||HHE|50.69544|12.31685|364.0|0.0|90.0|0.0|TC120_120s|301225630.6|1.0|M/S|200.0|2020-11-10T00:00:00|
TH|FRAU||HHN|50.69544|12.31685|364.0|0.0|0.0|0.0|TC120_120s|301225630.6|1.0|M/S|200.0|2020-11-10T00:00:00|
TH|FRAU||HHZ|50.69544|12.31685|364.0|0.0|0.0|-90.0|TC120_120s|301225630.6|1.0|M/S|200.0|2020-11-10T00:00:00|
TH|GEIDO||BHE|50.7353|12.1999|341.0|0.0|90.0|0.0|CMG-3ESP_30s|721162552.8|1.0|M/S|20.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||BHE|50.7353|12.1999|341.0|0.0|90.0|0.0|CMG-3ESPC_60s|725560311.5|1.0|M/S|20.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||BHE|50.7353|12.1999|341.0|0.0|90.0|0.0|TC120_120s|276358988.2|1.0|M/S|20.0|2019-07-02T00:00:00|
TH|GEIDO||BHN|50.7353|12.1999|341.0|0.0|0.0|0.0|CMG-3ESP_30s|721895441.6|1.0|M/S|20.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||BHN|50.7353|12.1999|341.0|0.0|0.0|0.0|CMG-3ESPC_60s|732156314.4|1.0|M/S|20.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||BHN|50.7353|12.1999|341.0|0.0|0.0|0.0|TC120_120s|276358988.2|1.0|M/S|20.0|2019-07-02T00:00:00|
TH|GEIDO||BHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|CMG-3ESP_30s|715299442.7|1.0|M/S|20.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||BHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|CMG-3ESPC_60s|732889203.6|1.0|M/S|20.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||BHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|TC120_120s|276358988.2|1.0|M/S|20.0|2019-07-02T00:00:00|
TH|GEIDO||HHE|50.7353|12.1999|341.0|0.0|90.0|0.0|CMG-3ESP_30s|722456328.0|1.0|M/S|100.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||HHE|50.7353|12.1999|341.0|0.0|90.0|0.0|CMG-3ESPC_60s|726861976.3|1.0|M/S|100.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||HHE|50.7353|12.1999|341.0|0.0|90.0|0.0|TC120_120s|276821230.0|1.0|M/S|200.0|2019-07-02T00:00:00|
TH|GEIDO||HHN|50.7353|12.1999|341.0|0.0|0.0|0.0|CMG-3ESP_30s|723190531.6|1.0|M/S|100.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||HHN|50.7353|12.1999|341.0|0.0|0.0|0.0|CMG-3ESPC_60s|733469812.5|1.0|M/S|100.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||HHN|50.7353|12.1999|341.0|0.0|0.0|0.0|TC120_120s|276821230.0|1.0|M/S|200.0|2019-07-02T00:00:00|
TH|GEIDO||HHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|CMG-3ESP_30s|716582699.3|1.0|M/S|100.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||HHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|CMG-3ESPC_60s|734204016.5|1.0|M/S|100.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||HHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|TC120_120s|276821230.0|1.0|M/S|200.0|2019-07-02T00:00:00|
TH|GEIDO||LHE|50.7353|12.1999|341.0|0.0|90.0|0.0|CMG-3ESP_30s|721243438.3|0.4|M/S|1.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||LHE|50.7353|12.1999|341.0|0.0|90.0|0.0|CMG-3ESPC_60s|725657482.6|0.4|M/S|1.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||LHE|50.7353|12.1999|341.0|0.0|90.0|0.0|TC120_120s|276421392.7|0.4|M/S|1.0|2019-07-02T00:00:00|
TH|GEIDO||LHN|50.7353|12.1999|341.0|0.0|0.0|0.0|CMG-3ESP_30s|721976409.3|0.4|M/S|1.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||LHN|50.7353|12.1999|341.0|0.0|0.0|0.0|CMG-3ESPC_60s|732254368.8|0.4|M/S|1.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||LHN|50.7353|12.1999|341.0|0.0|0.0|0.0|TC120_120s|276421392.7|0.4|M/S|1.0|2019-07-02T00:00:00|
TH|GEIDO||LHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|CMG-3ESP_30s|715379670.5|0.4|M/S|1.0|2017-11-16T00:00:00|2018-12-13T00:00:00
TH|GEIDO||LHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|CMG-3ESPC_60s|732987356.2|0.4|M/S|1.0|2018-12-13T00:00:00|2019-07-02T00:00:00
TH|GEIDO||LHZ|50.7353|12.1999|341.0|0.0|0.0|-90.0|TC120_120s|276421392.7|0.4|M/S|1.0|2019-07-02T00:00:00|
TH|GLEI||BHE|51.29231|10.20623|462.0|0.0|90.0|0.0|TC120_120s|299917379.7|1.0|M/S|20.0|2021-12-02T00:00:00|
TH|GLEI||BHN|51.29231|10.20623|462.0|0.0|0.0|0.0|TC120_120s|299917379.7|1.0|M/S|20.0|2021-12-02T00:00:00|
TH|GLEI||BHZ|51.29231|10.20623|462.0|0.0|0.0|-90.0|TC120_120s|299917379.7|1.0|M/S|20.0|2021-12-02T00:00:00|
TH|GLEI||HHE|51.29231|10.20623|462.0|0.0|90.0|0.0|TC120_120s|301225630.6|1.0|M/S|200.0|2021-12-02T00:00:00|
TH|GLEI||HHN|51.29231|10.20623|462.0|0.0|0.0|0.0|TC120_120s|301225630.6|1.0|M/S|200.0|2021-12-02T00:00:00|
TH|GLEI||HHZ|51.29231|10.20623|462.0|0.0|0.0|-90.0|TC120_120s|301225630.6|1.0|M/S|200.0|2021-12-02T00:00:00|
TH|GRZ1||BHE|50.6908|12.21964|203.0|0.0|90.0|0.0|CMG-3ESPC_60s|1238859384.0|1.0|M/S|20.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||BHE|50.6908|12.21964|203.0|0.0|90.0|0.0|TC120_120s|473783977.8|1.0|M/S|20.0|2018-12-11T00:00:00|
TH|GRZ1||BHN|50.6908|12.21964|203.0|0.0|0.0|0.0|CMG-3ESPC_60s|1247654532.0|1.0|M/S|20.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||BHN|50.6908|12.21964|203.0|0.0|0.0|0.0|TC120_120s|473783977.8|1.0|M/S|20.0|2018-12-11T00:00:00|
TH|GRZ1||BHZ|50.6908|12.21964|203.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1253936780.0|1.0|M/S|20.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||BHZ|50.6908|12.21964|203.0|0.0|0.0|-90.0|TC120_120s|473783977.8|1.0|M/S|20.0|2018-12-11T00:00:00|
TH|GRZ1||HHE|50.6908|12.21964|203.0|0.0|90.0|0.0|CMG-3ESPC_60s|1241909345.0|1.0|M/S|100.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||HHE|50.6908|12.21964|203.0|0.0|90.0|0.0|TC120_120s|474576435.3|1.0|M/S|200.0|2018-12-11T00:00:00|
TH|GRZ1||HHN|50.6908|12.21964|203.0|0.0|0.0|0.0|CMG-3ESPC_60s|1250726146.0|1.0|M/S|100.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||HHN|50.6908|12.21964|203.0|0.0|0.0|0.0|TC120_120s|474576435.3|1.0|M/S|200.0|2018-12-11T00:00:00|
TH|GRZ1||HHZ|50.6908|12.21964|203.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1257023861.0|1.0|M/S|100.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||HHZ|50.6908|12.21964|203.0|0.0|0.0|-90.0|TC120_120s|474576435.3|1.0|M/S|200.0|2018-12-11T00:00:00|
TH|GRZ1||LHE|50.6908|12.21964|203.0|0.0|90.0|0.0|CMG-3ESPC_60s|1239027268.0|0.4|M/S|1.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||LHE|50.6908|12.21964|203.0|0.0|90.0|0.0|TC120_120s|473891716.0|0.4|M/S|1.0|2018-12-11T00:00:00|
TH|GRZ1||LHN|50.6908|12.21964|203.0|0.0|0.0|0.0|CMG-3ESPC_60s|1247823608.0|0.4|M/S|1.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||LHN|50.6908|12.21964|203.0|0.0|0.0|0.0|TC120_120s|473891716.0|0.4|M/S|1.0|2018-12-11T00:00:00|
TH|GRZ1||LHZ|50.6908|12.21964|203.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1254106708.0|0.4|M/S|1.0|2012-01-30T00:00:00|2018-12-11T00:00:00
TH|GRZ1||LHZ|50.6908|12.21964|203.0|0.0|0.0|-90.0|TC120_120s|473891716.0|0.4|M/S|1.0|2018-12-11T00:00:00|
TH|HKWD||BHE|50.8297|12.26811|308.0|0.0|90.0|0.0|STS-2|942166539.7|1.0|M/S|20.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HKWD||BHE|50.8297|12.26811|308.0|0.0|90.0|0.0|TH120_120s|478126274.5|1.0|M/S|20.0|2021-04-15T00:00:00|
TH|HKWD||BHN|50.8297|12.26811|308.0|0.0|0.0|0.0|STS-2|942166539.7|1.0|M/S|20.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HKWD||BHN|50.8297|12.26811|308.0|0.0|0.0|0.0|TH120_120s|478126274.5|1.0|M/S|20.0|2021-04-15T00:00:00|
TH|HKWD||BHZ|50.8297|12.26811|308.0|0.0|0.0|-90.0|STS-2|942166539.7|1.0|M/S|20.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HKWD||BHZ|50.8297|12.26811|308.0|0.0|0.0|-90.0|TH120_120s|478126274.5|1.0|M/S|20.0|2021-04-15T00:00:00|
TH|HKWD||HHE|50.8297|12.26811|308.0|0.0|90.0|0.0|STS-2|944486069.7|1.0|M/S|100.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HKWD||HHE|50.8297|12.26811|308.0|0.0|90.0|0.0|TH120_120s|480211879.4|1.0|M/S|200.0|2021-04-15T00:00:00|
TH|HKWD||HHN|50.8297|12.26811|308.0|0.0|0.0|0.0|STS-2|944486069.7|1.0|M/S|100.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HKWD||HHN|50.8297|12.26811|308.0|0.0|0.0|0.0|TH120_120s|480211879.4|1.0|M/S|200.0|2021-04-15T00:00:00|
TH|HKWD||HHZ|50.8297|12.26811|308.0|0.0|0.0|-90.0|STS-2|944486069.7|1.0|M/S|100.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HKWD||HHZ|50.8297|12.26811|308.0|0.0|0.0|-90.0|TH120_120s|480211879.4|1.0|M/S|200.0|2021-04-15T00:00:00|
TH|HKWD||LHE|50.8297|12.26811|308.0|0.0|90.0|0.0|STS-2|938618095.3|0.4|M/S|1.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HKWD||LHN|50.8297|12.26811|308.0|0.0|0.0|0.0|STS-2|938618095.3|0.4|M/S|1.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HKWD||LHZ|50.8297|12.26811|308.0|0.0|0.0|-90.0|STS-2|938618095.3|0.4|M/S|1.0|2008-05-22T00:00:00|2021-04-15T00:00:00
TH|HWTS||BHE|50.59227|11.47223|555.0|0.0|90.0|0.0|CMG-3ESPC_60s|1245141632.0|1.0|M/S|20.0|2011-05-26T00:00:00|2021-02-04T00:00:00
TH|HWTS||BHE|50.59227|11.47223|555.0|0.0|90.0|0.0|TC120_120s|473783977.8|1.0|M/S|20.0|2021-02-04T00:00:00|
TH|HWTS||BHN|50.59227|11.47223|555.0|0.0|0.0|0.0|CMG-3ESPC_60s|1250167431.0|1.0|M/S|20.0|2011-05-26T00:00:00|2021-02-04T00:00:00
TH|HWTS||BHN|50.59227|11.47223|555.0|0.0|0.0|0.0|TC120_120s|473783977.8|1.0|M/S|20.0|2021-02-04T00:00:00|
TH|HWTS||BHZ|50.59227|11.47223|555.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1238859384.0|1.0|M/S|20.0|2011-05-26T00:00:00|2021-02-04T00:00:00
TH|HWTS||BHZ|50.59227|11.47223|555.0|0.0|0.0|-90.0|TC120_120s|473783977.8|1.0|M/S|20.0|2021-02-04T00:00:00|
TH|HWTS||BNE|50.59227|11.4723|555.0|0.0|90.0|0.0|CMG-5T|639445.6959|1.0|M/S**2|20.0|2009-11-01T00:00:00|2021-02-04T00:00:00
TH|HWTS||BNE|50.59227|11.4723|555.0|0.0|90.0|0.0|CMG-5T|639445.6959|1.0|M/S**2|20.0|2021-02-04T00:00:00|
TH|HWTS||BNN|50.59227|11.4723|555.0|0.0|0.0|0.0|CMG-5T|640701.9742|1.0|M/S**2|20.0|2009-11-01T00:00:00|2021-02-04T00:00:00
TH|HWTS||BNN|50.59227|11.4723|555.0|0.0|0.0|0.0|CMG-5T|640701.9742|1.0|M/S**2|20.0|2021-02-04T00:00:00|
TH|HWTS||BNZ|50.59227|11.4723|555.0|0.0|0.0|-90.0|CMG-5T|643214.531|1.0|M/S**2|20.0|2009-11-01T00:00:00|2021-02-04T00:00:00
TH|HWTS||BNZ|50.59227|11.4723|555.0|0.0|0.0|-90.0|CMG-5T|643214.531|1.0|M/S**2|20.0|2021-02-04T00:00:00|
TH|HWTS||HHE|50.59227|11.47223|555.0|0.0|90.0|0.0|CMG-3ESPC_60s|1248207060.0|1.0|M/S|100.0|2011-05-26T00:00:00|2021-02-04T00:00:00
TH|HWTS||HHE|50.59227|11.47223|555.0|0.0|90.0|0.0|TC120_120s|474576435.3|1.0|M/S|200.0|2021-02-04T00:00:00|
TH|HWTS||HHN|50.59227|11.47223|555.0|0.0|0.0|0.0|CMG-3ESPC_60s|1253245232.0|1.0|M/S|100.0|2011-05-26T00:00:00|2021-02-04T00:00:00
TH|HWTS||HHN|50.59227|11.47223|555.0|0.0|0.0|0.0|TC120_120s|474576435.3|1.0|M/S|200.0|2021-02-04T00:00:00|
TH|HWTS||HHZ|50.59227|11.47223|555.0|0.0|0.0|-90.0|CMG-3ESPC_60s|1241909345.0|1.0|M/S|100.0|2011-05-26T00:00:00|2021-02-04T00:00:00
TH|HWTS||HHZ|50.59227|11.47223|555.0|0.0|0.0|-90.0|TC120_120s|474576435.3|1.0|M/S|200.0|2021-02-04T00:00:00|
TH|HWTS||HNE|50.59227|11.4723|555.0|0.0|90.0|0.0|CMG-5T|641019.9542|1.0|M/S**2|100.0|2009-11-01T00:00:00|2021-02-04T00:00:00
TH|HWTS||HNE|50.59227|11.4723|555.0|0.0|90.0|0.0|CMG-5T|640515.2414|1.0|M/S**2|200.0|2021-02-04T00:00:00|
