Spectra of the displacement (only positive half of the frequency range, not doubled in amplitude) 
Units as in the International System of Units (Hz, m, m/s, m/s^2) 
Time = 2012_11_12_11_15_04 - R= 0.63765 - M= 1.8 - Station =  INSH  - Channel = 1 
-------------------- 
f 	 Re 	 Im 	 Abs 
  1.9811667e+00 -1.7004132e-06  1.1631714e-06  2.0601876e-06
  1.9893196e+00 -9.4534154e-07  1.7044983e-06  1.9490985e-06
  1.9974726e+00 -7.3379124e-07  1.7637015e-06  1.9102598e-06
  2.0056255e+00  7.7230548e-08  1.9355323e-06  1.9370725e-06
  2.0137785e+00  5.5751345e-07  1.7068740e-06  1.7956169e-06
  2.0219314e+00  6.2401949e-07  1.3363760e-06  1.4748903e-06
  2.0300844e+00  7.1563415e-07  9.1817816e-07  1.1641234e-06
  2.0382373e+00  5.6625659e-07  1.0596580e-06  1.2014664e-06
  2.0463903e+00  6.9342420e-07  9.9888690e-07  1.2159820e-06
  2.0545432e+00  9.0654362e-07  1.0665760e-06  1.3997877e-06
  2.0626962e+00  1.0876253e-06  1.1240888e-06  1.5641305e-06
  2.0708491e+00  1.6307359e-06  6.6383113e-07  1.7606735e-06
  2.0790021e+00  2.2136158e-06  7.5360357e-08  2.2148982e-06
  2.0871550e+00  1.7148731e-06 -8.3160924e-07  1.9058761e-06
  2.0953080e+00  1.2612790e-06 -1.2202003e-06  1.7549113e-06
  2.1034609e+00  8.9163768e-07 -9.1692503e-07  1.2789720e-06
  2.1116139e+00  9.8307343e-07 -1.0380687e-06  1.4296923e-06
  2.1197668e+00  9.7137331e-07 -1.3005172e-06  1.6232409e-06
  2.1279198e+00  7.1718343e-07 -1.6920261e-06  1.8377444e-06
  2.1360727e+00  2.3442752e-07 -1.8691012e-06  1.8837450e-06
  2.1442257e+00 -1.5517772e-07 -1.9138163e-06  1.9200972e-06
  2.1523786e+00 -4.2571547e-07 -1.6302549e-06  1.6849228e-06
  2.1605316e+00 -6.7094608e-07 -1.6795672e-06  1.8086223e-06
  2.1686845e+00 -1.1355466e-06 -1.7401682e-06  2.0778960e-06
  2.1768375e+00 -1.7357108e-06 -1.3782867e-06  2.2163859e-06
  2.1849904e+00 -2.0644884e-06 -9.3104852e-07  2.2647215e-06
  2.1931434e+00 -2.3129390e-06 -4.8043009e-07  2.3623081e-06
  2.2012963e+00 -2.3532008e-06  2.8650582e-07  2.3705779e-06
  2.2094493e+00 -2.3637528e-06  8.8128255e-07  2.5226942e-06
  2.2176022e+00 -2.0273700e-06  1.3670423e-06  2.4452063e-06
  2.2257552e+00 -1.8171702e-06  1.9162040e-06  2.6408228e-06
  2.2339081e+00 -1.1284156e-06  2.3297070e-06  2.5886013e-06
  2.2420611e+00 -1.6966352e-07  2.3535008e-06  2.3596084e-06
  2.2502140e+00  4.2662343e-07  1.8488488e-06  1.8974323e-06
  2.2583670e+00  4.3838185e-07  1.3350753e-06  1.4052063e-06
  2.2665199e+00  3.5859156e-07  1.4857919e-06  1.5284519e-06
  2.2746729e+00  5.4258810e-07  1.5287798e-06  1.6222113e-06
  2.2828258e+00  9.7501049e-07  1.5723312e-06  1.8501003e-06
  2.2909788e+00  1.5115040e-06  1.4260522e-06  2.0780445e-06
  2.2991317e+00  1.9682787e-06  9.7320220e-07  2.1957330e-06
  2.3072847e+00  2.0551167e-06  2.4294044e-07  2.0694262e-06
  2.3154376e+00  1.4817254e-06 -8.4546826e-08  1.4841356e-06
  2.3235906e+00  1.3630069e-06 -7.1931947e-08  1.3649037e-06
  2.3317435e+00  1.5154345e-06  1.4912898e-07  1.5227545e-06
  2.3398965e+00  1.8655203e-06 -2.6849472e-07  1.8847428e-06
  2.3480494e+00  1.7338891e-06 -9.4780072e-07  1.9760308e-06
  2.3562024e+00  1.5030412e-06 -1.2186339e-06  1.9349939e-06
  2.3643553e+00  1.3720735e-06 -1.3342576e-06  1.9138519e-06
  2.3725083e+00  1.3691319e-06 -1.9811698e-06  2.4082267e-06
  2.3806612e+00  4.9667043e-07 -2.3974517e-06  2.4483579e-06
  2.3888142e+00 -1.6971836e-07 -2.5313116e-06  2.5369949e-06
  2.3969671e+00 -6.6236104e-07 -2.4334477e-06  2.5219814e-06
  2.4051201e+00 -1.5827552e-06 -2.0919795e-06  2.6232599e-06
  2.4132730e+00 -2.0391402e-06 -1.0655376e-06  2.3007527e-06
  2.4214260e+00 -1.7165906e-06 -4.7955266e-07  1.7823171e-06
  2.4295789e+00 -1.4558224e-06 -3.4472497e-07  1.4960796e-06
  2.4377318e+00 -1.5014780e-06 -1.1142322e-07  1.5056066e-06
  2.4458848e+00 -1.4080517e-06  2.3090099e-07  1.4268584e-06
  2.4540377e+00 -8.1456045e-07  3.8092632e-07  8.9922944e-07
